loan_status,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
1,0.03125,0.015473154,0.146341463,0.300724638,0.416853933,0.373493976,0.071428571,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.078125,0.015915244,0.097560976,0.304347826,0.385955056,0.361445783,0.035714286,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0.015625,0.014245126,0.048780488,0.298550725,0.38258427,0.397590361,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.0625,0.014736337,0.073170732,0.298550725,0.505617978,0.385542169,0.071428571,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0.03125,0.015954541,0.048780488,0.298550725,0.194382022,0.361445783,0.071428571,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.09375,0.014734373,0.048780488,0.298550725,0.320224719,0.385542169,0.035714286,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.015964366,0.073170732,0.057971014,0.278089888,0.084337349,0.035714286,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.0625,0.017683605,0,0.298550725,0.084269663,0.325301205,0.071428571,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.019491262,0.024390244,0.298550725,0,0.301204819,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.09375,0.020139661,0,0.298550725,0.042134831,0.289156627,0.035714286,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.020628908,0.048780488,0.298550725,0.434831461,0.277108434,0.071428571,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0.046875,0.013017098,0.146341463,0.072463768,0.535955056,0.120481928,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0.078125,0.015964366,0.170731707,0.07826087,0.236516854,0.108433735,0.035714286,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.015964366,0,0.188405797,0.434831461,0.228915663,0.071428571,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.09375,0.018666027,0.048780488,0.298550725,0.481460674,0.313253012,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0.09375,0.01305443,0.243902439,0.072463768,0.507865169,0.120481928,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0.09375,0.016007592,0.097560976,0.275362319,0.293820225,0.325301205,0.035714286,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.03125,0.016013487,0.048780488,0.273913043,0.10505618,0.325301205,0.035714286,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.078125,0.022595717,0.048780488,0.298550725,0.299438202,0.265060241,0.035714286,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.09375,0.01603117,0.097560976,0.130434783,0.034269663,0.168674699,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0.015625,0.016037065,0.097560976,0.192028986,0.252247191,0.228915663,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.03125,0.019844934,0.048780488,0.298550725,0.751123596,0.289156627,0.035714286,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0.046875,0.025051774,0.048780488,0.298550725,0.194382022,0.240963855,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.025051774,0.048780488,0.298550725,0.457865169,0.240963855,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0.078125,0.013154637,0.097560976,0.144927536,0.17247191,0.21686747,0.071428571,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0.015625,0.016111729,0.12195122,0.344927536,0.11741573,0.409638554,0.071428571,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.015625,0.026034196,0,0.298550725,0.438202247,0.228915663,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.015625,0.026034196,0.146341463,0.298550725,0.637640449,0.228915663,0.071428571,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0.078125,0.03143752,0.219512195,0.298550725,0.298876404,0.192771084,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.0625,0.016137272,0.097560976,0.15942029,0.256741573,0.192771084,0.071428571,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.046875,0.033402365,0.073170732,0.298550725,0.138202247,0.180722892,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0.09375,0.031928731,0.268292683,0.298550725,0.11741573,0.192771084,0.071428571,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0.046875,0.026844695,0.170731707,0.298550725,0.610674157,0.192771084,0.035714286,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0.03125,0.01617706,0.048780488,0.275362319,0.382022472,0.325301205,0.071428571,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0.03125,0.034875999,0,0.298550725,0.235955056,0.168674699,0.035714286,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.078125,0.028571302,0.048780488,0.298550725,0.574719101,0.180722892,0.071428571,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0.046875,0.054524449,0,0.298550725,0.518539326,0.108433735,0.071428571,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0.046875,0.016208006,0.097560976,0.275362319,0.11741573,0.325301205,0.035714286,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0.03125,0.008250384,0.024390244,0.297826087,0.558988764,0.626506024,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.046875,0.012771492,0.146341463,0.297826087,0.293820225,0.43373494,0.071428571,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.0625,0.009824225,0,0.297101449,0.549438202,0.542168675,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.03125,0.012746932,0,0.297101449,0.488202247,0.43373494,0.035714286,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0.015625,0.012804404,0.12195122,0.297101449,0.407865169,0.43373494,0.035714286,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.09375,0.01571876,0.170731707,0.297101449,0.594382022,0.361445783,0.071428571,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0.046875,0.016209971,0,0.15942029,0.195505618,0.192771084,0.035714286,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.078125,0.017192394,0.024390244,0.297101449,0.515168539,0.337349398,0.071428571,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.046875,0.013753915,0.097560976,0.295652174,0.034269663,0.397590361,0.035714286,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.09375,0.021613295,0.048780488,0.295652174,0.236516854,0.265060241,0.071428571,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.016209971,0.073170732,0.171014493,0.353370787,0.204819277,0.035714286,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.03143752,0.097560976,0.295652174,0.393258427,0.192771084,0.071428571,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.016209971,0,0.275362319,0.592134831,0.325301205,0.035714286,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.03125,0.016209971,0.170731707,0.089855072,0.353370787,0.120481928,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.03125,0.016209971,0.024390244,0.043478261,0.497191011,0.060240964,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0.078125,0.009824225,0.048780488,0.293478261,0.034269663,0.530120482,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0.09375,0.016209971,0.170731707,0.228985507,0.312921348,0.277108434,0.071428571,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.016209971,0.146341463,0.188405797,0.573033708,0.228915663,0.035714286,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.046875,0.010315436,0,0.293478261,0.353370787,0.506024096,0.035714286,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.03125,0.016209971,0,0.420289855,0.17247191,0.493975904,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0.09375,0.012771492,0,0.293478261,0.353370787,0.421686747,0.035714286,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.078125,0.012771492,0.219512195,0.293478261,0.088202247,0.421686747,0.071428571,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.046875,0.012771492,0.195121951,0.293478261,0.084269663,0.421686747,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.016209971,0.073170732,0.161594203,0.032022472,0.192771084,0.035714286,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.028719648,0,0.293478261,0.17247191,0.204819277,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0.03125,0.013360946,0,0.292753623,0.425280899,0.409638554,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0.0625,0.014268704,0.146341463,0.292753623,0.367977528,0.385542169,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0625,0.018666027,0.097560976,0.292753623,0.434831461,0.301204819,0.071428571,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.078125,0.026378044,0.048780488,0.292753623,0.533146067,0.21686747,0.071428571,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0.03125,0.034875999,0.073170732,0.292753623,0.312921348,0.168674699,0.035714286,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.044209012,0.073170732,0.292753623,0.379775281,0.13253012,0.071428571,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.03125,0.016209971,0.146341463,0.057971014,0.278089888,0.084337349,0.071428571,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.078125,0.012771492,0.073170732,0.289855072,0.610674157,0.421686747,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0.03125,0.016209971,0.073170732,0.420289855,0.062921348,0.493975904,0.035714286,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.078125,0.013066219,0.097560976,0.289855072,0.445505618,0.409638554,0.035714286,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0.03125,0.012280281,0.048780488,0.289855072,0.256741573,0.43373494,0.035714286,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.015335615,0.048780488,0.289855072,0.10505618,0.361445783,0.035714286,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.03125,0.016209971,0.048780488,0.362318841,0.138202247,0.421686747,0.071428571,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.03125,0.01571876,0.146341463,0.289855072,0.298876404,0.34939759,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.015625,0.014981943,0.12195122,0.289855072,0.17247191,0.361445783,0.035714286,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.03125,0.018616906,0.073170732,0.289855072,0.17247191,0.301204819,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.019962825,0,0.289855072,0.27752809,0.289156627,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.03125,0.020139661,0,0.289855072,0.088202247,0.277108434,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.016209971,0.195121951,0.275362319,0.312921348,0.325301205,0.071428571,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.03125,0.022104506,0.024390244,0.289855072,0.22247191,0.253012048,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0.09375,0.026525407,0.219512195,0.289855072,0.340449438,0.21686747,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.039788111,0.024390244,0.289855072,0.084269663,0.144578313,0.035714286,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.046875,0.019402844,0,0.288405797,0.457865169,0.289156627,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.09375,0.016209971,0.097560976,0.286956522,0.197752809,0.337349398,0.035714286,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.046875,0.016209971,0.048780488,0.275362319,0.130337079,0.325301205,0.035714286,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.016209971,0.048780488,0.130434783,0.346067416,0.168674699,0.035714286,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.046875,0.016209971,0.024390244,0.286956522,0.125842697,0.337349398,0.071428571,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.03125,0.013950399,0.048780488,0.286956522,0.529213483,0.385542169,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0.078125,0.017683605,0.146341463,0.286956522,0.252247191,0.313253012,0.071428571,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.03125,0.016209971,0.146341463,0.202898551,0.310674157,0.240963855,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.015625,0.018076574,0.024390244,0.286956522,0.219101124,0.301204819,0.035714286,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.018176781,0.048780488,0.286956522,0.399438202,0.301204819,0.071428571,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.016209971,0.097560976,0.710144928,0.261797753,0.819277108,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.015625,0.018666027,0,0.286956522,0.341011236,0.301204819,0.071428571,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.046875,0.019402844,0.048780488,0.286956522,0.453370787,0.289156627,0.071428571,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0.0625,0.01964845,0.097560976,0.286956522,0.408426966,0.289156627,0.071428571,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.02618156,0.048780488,0.286956522,0.350561798,0.21686747,0.071428571,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0.03125,0.026260153,0.024390244,0.286956522,0.453370787,0.21686747,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.046875,0.02750783,0.073170732,0.286956522,0.533146067,0.204819277,0.071428571,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0.078125,0.027016619,0.219512195,0.286956522,0.610674157,0.21686747,0.071428571,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0.03125,0.038929474,0.097560976,0.286956522,0.381460674,0.144578313,0.035714286,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.078125,0.016308213,0.097560976,0.275362319,0.252247191,0.325301205,0.035714286,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.078125,0.015365088,0.073170732,0.286231884,0.497191011,0.34939759,0.071428571,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.046875,0.029472675,0.170731707,0.284782609,0.421348315,0.192771084,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.046875,0.012700758,0,0.284057971,0.197752809,0.409638554,0.071428571,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.015625,0.020139661,0.073170732,0.284057971,0.290449438,0.277108434,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.079085011,0.243902439,0.284057971,0.252247191,0.072289157,0.035714286,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.025049809,0.024390244,0.282608696,0.10505618,0.228915663,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0.078125,0.02750783,0.073170732,0.282608696,0.06741573,0.204819277,0.071428571,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0.046875,0.030455097,0.097560976,0.282608696,0.503370787,0.192771084,0.071428571,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0.0625,0.016308213,0.12195122,0.362318841,0.083707865,0.421686747,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.09375,0.016308213,0.024390244,0.15942029,0.27752809,0.192771084,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.01571876,0.024390244,0.28115942,0.408426966,0.337349398,0.071428571,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.03125,0.018666027,0,0.089855072,0.109550562,0.108433735,0.035714286,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.03125,0.019694624,0.024390244,0.089855072,0.109550562,0.096385542,0.035714286,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.046875,0.020139661,0.048780488,0.089855072,0.034269663,0.096385542,0.035714286,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.046875,0.020139661,0.073170732,0.089855072,0.341011236,0.096385542,0.035714286,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.020139661,0,0.089855072,0.083707865,0.096385542,0.071428571,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0.03125,0.01748712,0.097560976,0.089855072,0.678089888,0.108433735,0.035714286,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.03125,0.018174816,0.048780488,0.089855072,0.637640449,0.108433735,0.035714286,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.03125,0.016361264,0,0.228985507,0.256741573,0.277108434,0.071428571,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.046875,0.016378948,0,0.07826087,0.407865169,0.108433735,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.046875,0.021613295,0.195121951,0.089855072,0.595505618,0.084337349,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0.078125,0.013467539,0.097560976,0.188405797,0.27752809,0.265060241,0.035714286,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.03125,0.01964845,0.073170732,0.089855072,0.45,0.096385542,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0625,0.022595717,0.097560976,0.089855072,0.333707865,0.084337349,0.035714286,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.015625,0.022767641,0.073170732,0.089855072,0.138202247,0.084337349,0.035714286,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.078125,0.023234292,0.219512195,0.089855072,0.116292135,0.084337349,0.035714286,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.024560562,0,0.089855072,0.393258427,0.084337349,0.035714286,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.046875,0.024955496,0.097560976,0.089855072,0.637640449,0.084337349,0.071428571,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.015625,0.016435437,0.146341463,0.147826087,0.084269663,0.180722892,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.016435928,0.048780488,0.192028986,0.481460674,0.228915663,0.071428571,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.078125,0.025051774,0.219512195,0.089855072,0.195505618,0.084337349,0.035714286,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.025051774,0.12195122,0.089855072,0.032022472,0.084337349,0.035714286,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.078125,0.025150016,0,0.089855072,0.480898876,0.084337349,0.071428571,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.046875,0.02750783,0.097560976,0.089855072,0.139325843,0.072289157,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.015625,0.016455577,0.12195122,0.333333333,0.020786517,0.385542169,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.03125,0.02750783,0.097560976,0.089855072,0.553370787,0.072289157,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.046875,0.02750783,0.195121951,0.089855072,0.256741573,0.072289157,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.016455577,0.097560976,0.188405797,0.062921348,0.228915663,0.071428571,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.078125,0.02794992,0.048780488,0.089855072,0.083707865,0.072289157,0.035714286,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.09375,0.028981464,0.243902439,0.089855072,0.075280899,0.072289157,0.071428571,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.016455577,0.048780488,0.147826087,0.197752809,0.180722892,0.071428571,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.029963886,0.048780488,0.089855072,0.341011236,0.072289157,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.046875,0.029963886,0.170731707,0.089855072,0.290449438,0.072289157,0.035714286,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.029963886,0,0.089855072,0.290449438,0.072289157,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.030946309,0.048780488,0.089855072,0.256741573,0.060240964,0.071428571,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.078125,0.023504458,0.048780488,0.089855072,0.481460674,0.072289157,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.078125,0.016485049,0.097560976,0.130434783,0.312921348,0.156626506,0.035714286,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.033402365,0.048780488,0.089855072,0.298876404,0.060240964,0.071428571,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.078125,0.016502733,0.073170732,0.333333333,0.369101124,0.385542169,0.071428571,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.034875999,0,0.089855072,0.197752809,0.060240964,0.071428571,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0.03125,0.037332055,0.12195122,0.089855072,0.408426966,0.048192771,0.035714286,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.046875,0.016553819,0.097560976,0.217391304,0.573033708,0.253012048,0.035714286,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.09375,0.039786146,0.097560976,0.089855072,0.369101124,0.048192771,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.046875,0.013648305,0.170731707,0.15942029,0.535955056,0.228915663,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0.03125,0.01660294,0.170731707,0.194202899,0.312921348,0.228915663,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.03125,0.043717801,0.024390244,0.089855072,0.637640449,0.048192771,0.035714286,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.078125,0.013655673,0.024390244,0.275362319,0.399438202,0.373493976,0.035714286,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0.078125,0.007761138,0.219512195,0.09057971,0.610674157,0.21686747,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0.09375,0.009824225,0.024390244,0.09057971,0.319662921,0.180722892,0.071428571,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.02357814,0,0.09057971,0.062921348,0.084337349,0.035714286,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0.046875,0.02357814,0.048780488,0.09057971,0.290449438,0.084337349,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.016691358,0.170731707,0.086956522,0.034269663,0.108433735,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,0.0625,0.006629387,0.097560976,0.092753623,0.494382022,0.253012048,0.071428571,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.09375,0.016701182,0.024390244,0.242753623,0.11741573,0.277108434,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.016701182,0.12195122,0.101449275,0.393258427,0.13253012,0.035714286,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.015625,0.011787105,0.12195122,0.092753623,0.14494382,0.156626506,0.035714286,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.01571876,0.097560976,0.092753623,0.215168539,0.120481928,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.021613295,0.097560976,0.092753623,0.088202247,0.096385542,0.071428571,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
